"blast_unfilt_fam","blast_unfilt_genus_species","blast_filt_fam","blast_filt_genus_species","source","note","Oceanic_region","commentary","ngs_metabarcode_libr_nm","seq.rd.cnt"
"Labridae","Scarus rubroviolaceus","none","none","unfilt_all",NA,NA,NA,"b010",141
"Labridae","Scarus schlegeli","none","none","unfilt_all",NA,NA,NA,"b010",79
"Haemulidae","Diagramma picta","Molidae","Mola mola","unfilt_all",NA,NA,NA,"b010",17
"Haemulidae","Plectorhinchus flavomaculatus","none","none","unfilt_all",NA,NA,NA,"b010",341
"Haemulidae","Plectorhinchus lessonii","none","none","unfilt_all",NA,NA,NA,"b010",76
"Lutjanidae","Lutjanus argentimaculatus","none","none","unfilt_all",NA,NA,NA,"b010",426
"Lutjanidae","Pinjalo pinjalo","none","none","unfilt_all",NA,NA,NA,"b010",16
"Myctophidae","Lampanyctus macdonaldi","none","none","unfilt_all",NA,NA,NA,"b010",425
"Monodactylidae","Monodactylus argenteus","none","none","unfilt_all",NA,NA,NA,"b010",92
"Pomacanthidae","Pomacanthus xanthometopon","none","none","unfilt_all",NA,NA,NA,"b010",422
"Pomacentridae","Neoglyphidodon oxyodon","Carangidae","Trachurus trachurus","unfilt_all",NA,NA,NA,"b010",132
"Cottidae","Taurulus bubalis","Cottidae","Taurulus bubalis","unfilt_all",NA,NA,NA,"b010",405
"Gasterosteidae","Gasterosteus aculeatus","Gasterosteidae","Gasterosteus aculeatus","unfilt_all",NA,NA,NA,"b010",400
"Liparidae","Psednos groenlandicus","none","none","unfilt_all",NA,NA,NA,"b010",77
"Scorpaenidae","Pterois lunulata","Sebastidae","Helicolenus dactylopterus","unfilt_all",NA,NA,NA,"b010",21
"Serranidae","Epinephelus coioides","none","none","unfilt_all",NA,NA,NA,"b010",23
"Lethrinidae","Lethrinus atkinsoni","Cyclopteridae","Cyclopterus lumpus","unfilt_all",NA,NA,NA,"b010",189
"Lethrinidae","Lethrinus nebulosus","none","none","unfilt_all",NA,NA,NA,"b010",416
"Lethrinidae","Lethrinus nebulosus","Cyclopteridae","Cyclopterus lumpus","unfilt_all",NA,NA,NA,"b010",416
"Sparidae","Rhabdosargus sarba","none","none","unfilt_all",NA,NA,NA,"b010",13
"Mullidae","Parupeneus indicus","none","none","unfilt_all",NA,NA,NA,"b010",38
"Syngnathidae","Syngnathus typhle","Syngnathidae","Syngnathus typhle","unfilt_all",NA,NA,NA,"b010",370
"Uranoscopidae","Uranoscopus chinensis","none","none","unfilt_all",NA,NA,NA,"b010",16
"Caulobacteraceae","Brevundimonas diminuta","none","none","unfilt_all",NA,NA,NA,"b010",31
"Caulobacteraceae","Brevundimonas vesicularis","none","none","unfilt_all",NA,NA,NA,"b010",26
"Caulobacteraceae","Caulobacter sp. P-7Y","none","none","unfilt_all",NA,NA,NA,"b010",59
"Caulobacteraceae","Phenylobacterium falsum","none","none","unfilt_all",NA,NA,NA,"b010",16
"Emcibacteraceae","Emcibacter sp.","none","none","unfilt_all",NA,NA,NA,"b010",61
"Holosporaceae","Candidatus Gortzia infectiva","none","none","unfilt_all",NA,NA,NA,"b010",214
"Holosporaceae","Candidatus Gortzia shahrazadis","none","none","unfilt_all",NA,NA,NA,"b010",1121
"Holosporaceae","endosymbiont of Acanthamoeba sp. UWC8","none","none","unfilt_all",NA,NA,NA,"b010",24
"Holosporaceae","Holospora obtusa","none","none","unfilt_all",NA,NA,NA,"b010",103
"Beijerinckiaceae","Methylocella silvestris","none","none","unfilt_all",NA,NA,NA,"b010",75
"Beijerinckiaceae","Rhodoblastus sp. BJC15-D13","none","none","unfilt_all",NA,NA,NA,"b010",63
"Devosiaceae","Devosia sp. PE-RO8-11","none","none","unfilt_all",NA,NA,NA,"b010",16
"Hyphomicrobiaceae","Hyphomicrobiaceae bacterium enrichment culture clone CTBE CDB1001A11","none","none","unfilt_all",NA,NA,NA,"b010",17
"Hyphomicrobiaceae","Rhodomicrobium vannielii","none","none","unfilt_all",NA,NA,NA,"b010",28
"Parvibaculaceae","Anderseniella sp.","none","none","unfilt_all",NA,NA,NA,"b010",13
"Phyllobacteriaceae","Aminobacter aminovorans","none","none","unfilt_all",NA,NA,NA,"b010",147
"Rhizobiaceae","Agrobacterium tumefaciens","none","none","unfilt_all",NA,NA,NA,"b010",47
"Rhizobiaceae","Ensifer adhaerens","none","none","unfilt_all",NA,NA,NA,"b010",25
"Rhizobiaceae","Rhizobium sp. B3115","none","none","unfilt_all",NA,NA,NA,"b010",19
"Rhizobiaceae","Rhizobium sp. Crb31","none","none","unfilt_all",NA,NA,NA,"b010",41
"Rhizobiaceae","Sinorhizobium fredii","none","none","unfilt_all",NA,NA,NA,"b010",16
"Stappiaceae","Stappia sp. BGMRC02046","none","none","unfilt_all",NA,NA,NA,"b010",12
"Hyphomonadaceae","Hyphomonadaceae bacterium JC2234","none","none","unfilt_all",NA,NA,NA,"b010",21
"Hyphomonadaceae","Hyphomonas johnsonii","none","none","unfilt_all",NA,NA,NA,"b010",19
"Hyphomonadaceae","Hyphomonas sp. DG1448","none","none","unfilt_all",NA,NA,NA,"b010",28
"Robiginitomaculaceae","Hellea balneolensis","none","none","unfilt_all",NA,NA,NA,"b010",330
"Robiginitomaculaceae","Litorimonas sp.","none","none","unfilt_all",NA,NA,NA,"b010",34
"Robiginitomaculaceae","Litorimonas sp. JNU-L054","none","none","unfilt_all",NA,NA,NA,"b010",29
"none","alpha proteobacterium AP-25","none","none","unfilt_all",NA,NA,NA,"b010",47
"none","alpha proteobacterium DG1442","none","none","unfilt_all",NA,NA,NA,"b010",130
"none","alpha proteobacterium enrichment culture","none","none","unfilt_all",NA,NA,NA,"b010",75
"none","alpha proteobacterium enrichment culture DGGE gel band PCA17","none","none","unfilt_all",NA,NA,NA,"b010",272
"none","alpha proteobacterium SCGC AAA015-B23","none","none","unfilt_all",NA,NA,NA,"b010",53
"none","alpha proteobacterium SCGC AAA076-A02","none","none","unfilt_all",NA,NA,NA,"b010",77
"none","alpha proteobacterium SCGC AAA076-E09","none","none","unfilt_all",NA,NA,NA,"b010",236
"none","alpha proteobacterium SCGC AAA076-I20","none","none","unfilt_all",NA,NA,NA,"b010",118
"none","alpha proteobacterium SCGC AAA158-A21","none","none","unfilt_all",NA,NA,NA,"b010",16
"none","alpha proteobacterium SCGC AAA158-B04","none","none","unfilt_all",NA,NA,NA,"b010",170
"none","alpha proteobacterium SCGC AAA158-E02","none","none","unfilt_all",NA,NA,NA,"b010",65
"none","alpha proteobacterium SCGC AAA160-B02","none","none","unfilt_all",NA,NA,NA,"b010",145
"none","alpha proteobacterium SCGC AAA160-M08","none","none","unfilt_all",NA,NA,NA,"b010",56
"none","alpha proteobacterium SCGC AAA166-J08","none","none","unfilt_all",NA,NA,NA,"b010",91
"none","alpha proteobacterium SCGC AAA298-D17","none","none","unfilt_all",NA,NA,NA,"b010",55
"none","alpha proteobacterium SCGC AAA487-I13","none","none","unfilt_all",NA,NA,NA,"b010",77
"none","alpha proteobacterium wj05","none","none","unfilt_all",NA,NA,NA,"b010",27
"none","alpha proteobacterium Z2","none","none","unfilt_all",NA,NA,NA,"b010",35
"none","Alphaproteobacteria bacterium GUDS1251","none","none","unfilt_all",NA,NA,NA,"b010",24
"none","Alphaproteobacteria bacterium P1_100_8AA1","none","none","unfilt_all",NA,NA,NA,"b010",17
"none","bacterium episymbiont of Kiwa sp.","none","none","unfilt_all",NA,NA,NA,"b010",55
"none","endosymbiont of Chlamys farreri","none","none","unfilt_all",NA,NA,NA,"b010",56
"none","marine alpha proteobacterium RS.Sph.017","none","none","unfilt_all",NA,NA,NA,"b010",58
"none","uncultured Alphaproteobacteria bacterium","none","none","unfilt_all",NA,NA,NA,"b010",73
"Parvularculaceae","Aquisalinus flavus","none","none","unfilt_all",NA,NA,NA,"b010",16
"Parvularculaceae","Parvularcula sp. P33","none","none","unfilt_all",NA,NA,NA,"b010",22
"none","Pelagibacterales bacterium LSUCC0245","none","none","unfilt_all",NA,NA,NA,"b010",2478
"Rhodobacteraceae","Amylibacter sp.","none","none","unfilt_all",NA,NA,NA,"b010",89
"Rhodobacteraceae","Boseongicola sp.","none","none","unfilt_all",NA,NA,NA,"b010",15
"Rhodobacteraceae","Oceanibium sediminis","none","none","unfilt_all",NA,NA,NA,"b010",42
"Rhodobacteraceae","Oceanicella actignis","none","none","unfilt_all",NA,NA,NA,"b010",73
"Rhodobacteraceae","Paracoccus contaminans","none","none","unfilt_all",NA,NA,NA,"b010",13
"Rhodobacteraceae","Paracoccus marcusii","none","none","unfilt_all",NA,NA,NA,"b010",24
"Rhodobacteraceae","Rhodobacter sp. CR07-44","none","none","unfilt_all",NA,NA,NA,"b010",21
"Rhodobacteraceae","Rhodobacteraceae bacterium D7018","none","none","unfilt_all",NA,NA,NA,"b010",338
"Rhodobacteraceae","Rhodobacteraceae bacterium Hel1_33_108","none","none","unfilt_all",NA,NA,NA,"b010",1208
"Rhodobacteraceae","Rhodobacteraceae bacterium HJS1","none","none","unfilt_all",NA,NA,NA,"b010",14
"Rhodobacteraceae","Rhodobacteraceae bacterium Ph113","none","none","unfilt_all",NA,NA,NA,"b010",78
"Rhodobacteraceae","Rhodovulum adriaticum","none","none","unfilt_all",NA,NA,NA,"b010",30
"Rhodobacteraceae","Rhodovulum phaeolacus","none","none","unfilt_all",NA,NA,NA,"b010",41
"Roseobacteraceae","Donghicola sp.","none","none","unfilt_all",NA,NA,NA,"b010",181
"Roseobacteraceae","Litoreibacter albidus","none","none","unfilt_all",NA,NA,NA,"b010",1285
"Roseobacteraceae","Loktanella sp. RCC2403","none","none","unfilt_all",NA,NA,NA,"b010",373
"Roseobacteraceae","Marinovum algicola","none","none","unfilt_all",NA,NA,NA,"b010",673
"Roseobacteraceae","Pacificibacter sp. KJF8-4","none","none","unfilt_all",NA,NA,NA,"b010",16
"Roseobacteraceae","Pelagicola sp.","none","none","unfilt_all",NA,NA,NA,"b010",306
"Roseobacteraceae","Pseudoruegeria sp. 2 KMM 6704","none","none","unfilt_all",NA,NA,NA,"b010",17
"Roseobacteraceae","Pseudoruegeria sp. JC2225","none","none","unfilt_all",NA,NA,NA,"b010",19
"Roseobacteraceae","Roseobacter sp. 7m15","none","none","unfilt_all",NA,NA,NA,"b010",41
"Roseobacteraceae","Roseobacter sp. U1368-101106-SW101","none","none","unfilt_all",NA,NA,NA,"b010",16
"Roseobacteraceae","Roseobacter sp. WM2","none","none","unfilt_all",NA,NA,NA,"b010",1492
"Roseobacteraceae","Roseobacter sp. YCSA81","none","none","unfilt_all",NA,NA,NA,"b010",69
"Roseobacteraceae","Roseovarius sp. B705","none","none","unfilt_all",NA,NA,NA,"b010",27
"Roseobacteraceae","Ruegeria sp. 50C-3","none","none","unfilt_all",NA,NA,NA,"b010",57
"Roseobacteraceae","Sulfitobacter dubius","none","none","unfilt_all",NA,NA,NA,"b010",33
"Roseobacteraceae","Sulfitobacter guttiformis","none","none","unfilt_all",NA,NA,NA,"b010",54
"Roseobacteraceae","Thalassobius gelatinovorus","none","none","unfilt_all",NA,NA,NA,"b010",51
"Azospirillaceae","Azospirillum sp. enrichment culture clone yan50","none","none","unfilt_all",NA,NA,NA,"b010",47
"Rhodospirillaceae","Haematospirillum jordaniae","none","none","unfilt_all",NA,NA,NA,"b010",18
"Rhodospirillaceae","Rhodospirillaceae bacterium DG1563","none","none","unfilt_all",NA,NA,NA,"b010",14
"Thalassobaculaceae","Thalassobaculum litoreum","none","none","unfilt_all",NA,NA,NA,"b010",15
"Thalassospiraceae","Magnetovibrio blakemorei","none","none","unfilt_all",NA,NA,NA,"b010",20
"Anaplasmataceae","Anaplasma ovis","none","none","unfilt_all",NA,NA,NA,"b010",26
"none","Sinorickettsia chlamys","none","none","unfilt_all",NA,NA,NA,"b010",23
"Rickettsiaceae","Candidatus Megaira polyxenophila","none","none","unfilt_all",NA,NA,NA,"b010",19
"Rickettsiaceae","Haplosporidium sp. endosymbiont AbFoot","none","none","unfilt_all",NA,NA,NA,"b010",98
"Rickettsiaceae","Orientia tsutsugamushi","none","none","unfilt_all",NA,NA,NA,"b010",12
"Rickettsiaceae","Rickettsia endosymbiont of Bemisia tabaci","none","none","unfilt_all",NA,NA,NA,"b010",21
"Erythrobacteraceae","Altererythrobacter sp. KYW736","none","none","unfilt_all",NA,NA,NA,"b010",476
"Erythrobacteraceae","Erythrobacter sp.","none","none","unfilt_all",NA,NA,NA,"b010",365
"Erythrobacteraceae","Erythrobacter sp. SG-18g","none","none","unfilt_all",NA,NA,NA,"b010",26
"Erythrobacteraceae","Erythrobacter sp. U1370-101126-SW175","none","none","unfilt_all",NA,NA,NA,"b010",54
"Erythrobacteraceae","Pontixanthobacter gangjinensis","none","none","unfilt_all",NA,NA,NA,"b010",36
"Erythrobacteraceae","Pontixanthobacter luteolus","none","none","unfilt_all",NA,NA,NA,"b010",103
"Erythrobacteraceae","Qipengyuania seohaensis","none","none","unfilt_all",NA,NA,NA,"b010",19
"Sphingomonadaceae","Novosphingobium marinum","none","none","unfilt_all",NA,NA,NA,"b010",243
"Sphingomonadaceae","Novosphingobium sp. Th20","none","none","unfilt_all",NA,NA,NA,"b010",15
"Sphingomonadaceae","Parasphingopyxis sp. MA-8-16","none","none","unfilt_all",NA,NA,NA,"b010",15
"Sphingomonadaceae","Sphingomicrobium marinum","none","none","unfilt_all",NA,NA,NA,"b010",17
"Sphingomonadaceae","Sphingomonadaceae bacterium S16","none","none","unfilt_all",NA,NA,NA,"b010",16
"Sphingomonadaceae","Sphingomonas sp. C0503","none","none","unfilt_all",NA,NA,NA,"b010",79
"Sphingomonadaceae","Sphingopyxis sp. SC022","none","none","unfilt_all",NA,NA,NA,"b010",24
"Sphingosinicellaceae","Polymorphobacter multimanifer","none","none","unfilt_all",NA,NA,NA,"b010",20
"Salamandridae","Triturus cristatus","none","none","unfilt_all",NA,NA,NA,"b010",385
"Laridae","Larus glaucoides","none","none","unfilt_all",NA,NA,NA,"b010",282
"Gomphonemataceae","Didymosphenia geminata","none","none","unfilt_all",NA,NA,NA,"b010",98
"Phaeodactylaceae","Phaeodactylum tricornutum","none","none","unfilt_all",NA,NA,NA,"b010",93
"Bacillaceae","Sinibacillus soli","none","none","unfilt_all",NA,NA,NA,"b010",20
"Paenibacillaceae","Oxalophagus oxalicus","none","none","unfilt_all",NA,NA,NA,"b010",33
"Paenibacillaceae","Paenibacillus sp. THA2.3","none","none","unfilt_all",NA,NA,NA,"b010",17
"Lactobacillaceae","Leuconostoc mesenteroides","none","none","unfilt_all",NA,NA,NA,"b010",15
"Bacteroidaceae","Bacteroides neonati","none","none","unfilt_all",NA,NA,NA,"b010",20
"Alcaligenaceae","Achromobacter piechaudii","none","none","unfilt_all",NA,NA,NA,"b010",25
"Alcaligenaceae","Bordetella bronchiseptica","none","none","unfilt_all",NA,NA,NA,"b010",69
"Alcaligenaceae","Bordetella sp. MOLA 453","none","none","unfilt_all",NA,NA,NA,"b010",760
"Burkholderiaceae","Formosimonas limnophila","none","none","unfilt_all",NA,NA,NA,"b010",59
"Burkholderiaceae","Ralstonia solanacearum","none","none","unfilt_all",NA,NA,NA,"b010",249
"Comamonadaceae","Acidovorax facilis","none","none","unfilt_all",NA,NA,NA,"b010",26
"Comamonadaceae","Hydrogenophaga sp. A11(2012)","none","none","unfilt_all",NA,NA,NA,"b010",19
"Comamonadaceae","Limnohabitans sp.","none","none","unfilt_all",NA,NA,NA,"b010",125
"Comamonadaceae","uncultured Acidovorax sp.","none","none","unfilt_all",NA,NA,NA,"b010",101
"none","Burkholderiales bacterium LSUCC0118","none","none","unfilt_all",NA,NA,NA,"b010",128
"Oxalobacteraceae","Herbaspirillum sp. meg3","none","none","unfilt_all",NA,NA,NA,"b010",47
"Methylophilaceae","Methylophilaceae bacterium NB0001","none","none","unfilt_all",NA,NA,NA,"b010",205
"Methylophilaceae","Methylophilaceae bacterium NB0007","none","none","unfilt_all",NA,NA,NA,"b010",248
"Methylophilaceae","Methylophilaceae bacterium NB0048_01","none","none","unfilt_all",NA,NA,NA,"b010",568
"Nitrosomonadaceae","Nitrosomonadaceae bacterium enrichment culture clone b185","none","none","unfilt_all",NA,NA,NA,"b010",36
"none","beta proteobacterium BAL58","none","none","unfilt_all",NA,NA,NA,"b010",612
"none","beta proteobacterium IN3","none","none","unfilt_all",NA,NA,NA,"b010",22
"none","humic substances enrichment clone E1","none","none","unfilt_all",NA,NA,NA,"b010",643
"none","uncultured beta proteobacterium","none","none","unfilt_all",NA,NA,NA,"b010",141
"none","uncultured Rhodocyclales bacterium","none","none","unfilt_all",NA,NA,NA,"b010",105
"Triparmaceae","Triparma laevis","none","none","unfilt_all",NA,NA,NA,"b010",40
"Caldilineaceae","Caldilinea aerophila","none","none","unfilt_all",NA,NA,NA,"b010",379
"Caldilineaceae","uncultured Caldilineaceae bacterium","none","none","unfilt_all",NA,NA,NA,"b010",68
"Candidatus Babeliaceae","Candidatus Babela massiliensis","none","none","unfilt_all",NA,NA,NA,"b010",940
"Chitinophagaceae","Flavisolibacter carri","none","none","unfilt_all",NA,NA,NA,"b010",14
"Chlamydiaceae","cf. Chlamydia sp. RLUH-1","none","none","unfilt_all",NA,NA,NA,"b010",22
"Chlamydiaceae","Chlamydia pneumoniae","none","none","unfilt_all",NA,NA,NA,"b010",35
"none","Chlamydiales bacterium NS16","none","none","unfilt_all",NA,NA,NA,"b010",14
"Parachlamydiaceae","Candidatus Mesochlamydia elodeae","none","none","unfilt_all",NA,NA,NA,"b010",50
"Parachlamydiaceae","Candidatus Protochlamydia endosymbiont of Acanthamoeba sp.","none","none","unfilt_all",NA,NA,NA,"b010",37
"Parachlamydiaceae","Parachlamydia acanthamoebae","none","none","unfilt_all",NA,NA,NA,"b010",132
"Chlorodendraceae","Tetraselmis sp. RCC500","none","none","unfilt_all",NA,NA,NA,"b010",52
"Roseiflexaceae","Kouleothrix aurantiaca","none","none","unfilt_all",NA,NA,NA,"b010",1017
"Carcharhinidae","Carcharhinus albimarginatus","Carcharhinidae","Prionace glauca","unfilt_all",NA,NA,NA,"b010",424
"Carcharhinidae","Carcharhinus melanopterus","none","none","unfilt_all",NA,NA,NA,"b010",108
"Carcharhinidae","Triaenodon obesus","none","none","unfilt_all",NA,NA,NA,"b010",41
"Rhincodontidae","Rhincodon typus","none","none","unfilt_all",NA,NA,NA,"b010",418
"Rhinidae","Rhina ancylostoma","none","none","unfilt_all",NA,NA,NA,"b010",29
"Rhinobatidae","Rhinobatos schlegelii","none","none","unfilt_all",NA,NA,NA,"b010",111
"Rhynchobatidae","Rhynchobatus djiddensis","none","none","unfilt_all",NA,NA,NA,"b010",32
"Clostridiaceae","Clostridium disporicum","none","none","unfilt_all",NA,NA,NA,"b010",42
"Peptococcaceae","Peptococcus sp. canine oral taxon 334","none","none","unfilt_all",NA,NA,NA,"b010",60
"Chaetocerotaceae","Chaetoceros calcitrans","none","none","unfilt_all",NA,NA,NA,"b010",106
"Chaetocerotaceae","Chaetoceros socialis","none","none","unfilt_all",NA,NA,NA,"b010",18
"Chaetocerotaceae","Chaetoceros sp. RC-2015","none","none","unfilt_all",NA,NA,NA,"b010",20
"Coscinodiscaceae","Coscinodiscus radiatus","none","none","unfilt_all",NA,NA,NA,"b010",20
"Rhizosoleniaceae","Rhizosolenia setigera","none","none","unfilt_all",NA,NA,NA,"b010",26
"Thalassiosiraceae","Thalassiosira oceanica","none","none","unfilt_all",NA,NA,NA,"b010",28
"Thalassiosiraceae","Thalassiosira pseudonana","none","none","unfilt_all",NA,NA,NA,"b010",19
"Cytophagaceae","Cytophaga sp. BHI60-95B","none","none","unfilt_all",NA,NA,NA,"b010",33
"Desulfobacteraceae","Desulfobacteraceae bacterium enrichment culture clone MS_ANT_N1","none","none","unfilt_all",NA,NA,NA,"b010",16
"Desulfobacteraceae","Desulfococcus sp.","none","none","unfilt_all",NA,NA,NA,"b010",59
"Desulfobacteraceae","Desulforegula conservatrix","none","none","unfilt_all",NA,NA,NA,"b010",30
"Desulfobacteraceae","Desulfosarcina ovata","none","none","unfilt_all",NA,NA,NA,"b010",25
"Desulfobulbaceae","Desulfobulbaceae bacterium enrichment culture clone MS_ACE_N4","none","none","unfilt_all",NA,NA,NA,"b010",177
"Desulfocapsaceae","Desulforhopalus singaporensis","none","none","unfilt_all",NA,NA,NA,"b010",21
"none","Myxococcales bacterium enrichment culture clone 11380","none","none","unfilt_all",NA,NA,NA,"b010",13
"Vulgatibacteraceae","Vulgatibacter incomptus","none","none","unfilt_all",NA,NA,NA,"b010",56
"Dissulfurirhabdaceae","Dissulfurirhabdus thermomarina","none","none","unfilt_all",NA,NA,NA,"b010",33
"none","delta proteobacterium FM1A-B3","none","none","unfilt_all",NA,NA,NA,"b010",24
"none","delta proteobacterium FM1A-F10","none","none","unfilt_all",NA,NA,NA,"b010",17
"none","delta proteobacterium FM1C-A9","none","none","unfilt_all",NA,NA,NA,"b010",21
"none","delta proteobacterium SCGC AAA300-D09","none","none","unfilt_all",NA,NA,NA,"b010",48
"none","Deltaproteobacteria bacterium SKP-2","none","none","unfilt_all",NA,NA,NA,"b010",18
"none","Olavius crassitunicatus delta-proteobacterial endosymbiont","none","none","unfilt_all",NA,NA,NA,"b010",95
"Callyspongiidae","Callyspongia plicifera","none","none","unfilt_all",NA,NA,NA,"b010",297
"Arcobacteraceae","Arcobacter sp. KT0913","none","none","unfilt_all",NA,NA,NA,"b010",43
"Thiovulaceae","Sulfurimonas sp. HDNS4","none","none","unfilt_all",NA,NA,NA,"b010",16
"none","epsilon proteobacterium PO-40","none","none","unfilt_all",NA,NA,NA,"b010",27
"Phacaceae","Phacus warszewiczii","none","none","unfilt_all",NA,NA,NA,"b010",12
"Monodopsidaceae","Nannochloropsis gaditana","none","none","unfilt_all",NA,NA,NA,"b010",387
"Monodopsidaceae","Nannochloropsis limnetica","none","none","unfilt_all",NA,NA,NA,"b010",18
"Monodopsidaceae","Nannochloropsis oculata","none","none","unfilt_all",NA,NA,NA,"b010",124
"Crocinitomicaceae","Fluviicola hefeinensis","none","none","unfilt_all",NA,NA,NA,"b010",23
"Crocinitomicaceae","Fluviicola sp.","none","none","unfilt_all",NA,NA,NA,"b010",14
"Flavobacteriaceae","Robiginitalea myxolifaciens","none","none","unfilt_all",NA,NA,NA,"b010",786
"none","Flavobacteriales bacterium DG1510","none","none","unfilt_all",NA,NA,NA,"b010",153
"Schleiferiaceae","Owenweeksia hongkongensis","none","none","unfilt_all",NA,NA,NA,"b010",383
"Schleiferiaceae","Phaeocystidibacter marisrubri","none","none","unfilt_all",NA,NA,NA,"b010",1112
"none","Flavobacteria bacterium Ib001","none","none","unfilt_all",NA,NA,NA,"b010",13
"Fragilariaceae","Asterionellopsis glacialis","none","none","unfilt_all",NA,NA,NA,"b010",17
"Fragilariaceae","Fragilaria sp. RCC2508","none","none","unfilt_all",NA,NA,NA,"b010",17
"Fusobacteriaceae","Fusobacterium sp. B57-13","none","none","unfilt_all",NA,NA,NA,"b010",13
"Alteromonadaceae","Agarivorans albus","none","none","unfilt_all",NA,NA,NA,"b010",13
"Idiomarinaceae","Idiomarina sp.","none","none","unfilt_all",NA,NA,NA,"b010",133
"none","Motilimonas eburnea","none","none","unfilt_all",NA,NA,NA,"b010",103
"Pseudoalteromonadaceae","Pseudoalteromonas tunicata","none","none","unfilt_all",NA,NA,NA,"b010",14
"Shewanellaceae","Shewanella baltica","none","none","unfilt_all",NA,NA,NA,"b010",61
"Arenicellaceae","Perspicuibacter marinus","none","none","unfilt_all",NA,NA,NA,"b010",52
"Cellvibrionaceae","Cellvibrio sp. R-4075","none","none","unfilt_all",NA,NA,NA,"b010",40
"Cellvibrionaceae","Umboniibacter marinipuniceus","none","none","unfilt_all",NA,NA,NA,"b010",102
"Halieaceae","Haliea sp. ETY-M","none","none","unfilt_all",NA,NA,NA,"b010",1254
"Halieaceae","Halieaceae bacterium LSUCC0247","none","none","unfilt_all",NA,NA,NA,"b010",203
"Halieaceae","marine gamma proteobacterium HTCC2223","none","none","unfilt_all",NA,NA,NA,"b010",392
"Halieaceae","marine gamma proteobacterium HTCC2246","none","none","unfilt_all",NA,NA,NA,"b010",24
"Halieaceae","Parahaliea aestuarii","none","none","unfilt_all",NA,NA,NA,"b010",29
"Porticoccaceae","Gammaproteobacteria bacterium LSUCC0057","none","none","unfilt_all",NA,NA,NA,"b010",247
