"blast_unfilt_fam","blast_unfilt_genus_species","blast_filt_fam","blast_filt_genus_species","source","note","Oceanic_region","commentary","ngs_metabarcode_libr_nm","seq.rd.cnt"
"none","alpha proteobacterium SCGC AAA166-J08","none","none","unfilt_all",NA,NA,NA,"b009",52
"none","alpha proteobacterium SCGC AAA300-C10","none","none","unfilt_all",NA,NA,NA,"b009",13
"none","alpha proteobacterium SF305","none","none","unfilt_all",NA,NA,NA,"b009",29
"none","alpha proteobacterium WD557","none","none","unfilt_all",NA,NA,NA,"b009",18
"none","alpha proteobacterium wj07","none","none","unfilt_all",NA,NA,NA,"b009",303
"none","alpha proteobacterium wo20","none","none","unfilt_all",NA,NA,NA,"b009",31
"none","Alphaproteobacteria bacterium GUDS1251","none","none","unfilt_all",NA,NA,NA,"b009",20
"none","Antarctic bacterium R-9221","none","none","unfilt_all",NA,NA,NA,"b009",30
"none","bacterium episymbiont of Kiwa sp.","none","none","unfilt_all",NA,NA,NA,"b009",41
"none","endosymbiont of Chlamys farreri","none","none","unfilt_all",NA,NA,NA,"b009",41
"Pelagibacteraceae","Candidatus Pelagibacter ubique","none","none","unfilt_all",NA,NA,NA,"b009",390
"Rhodobacteraceae","Ascidiaceihabitans donghaensis","none","none","unfilt_all",NA,NA,NA,"b009",22
"Rhodobacteraceae","Oceanicella actignis","none","none","unfilt_all",NA,NA,NA,"b009",21
"Rhodobacteraceae","Planktotalea sp. AA4","none","none","unfilt_all",NA,NA,NA,"b009",16
"Rhodobacteraceae","Pseudoseohaeicola caenipelagi","none","none","unfilt_all",NA,NA,NA,"b009",98
"Rhodobacteraceae","Rhodobacter sp. CR07-97","none","none","unfilt_all",NA,NA,NA,"b009",32
"Rhodobacteraceae","Rhodobacteraceae bacterium ACEMC 1-4","none","none","unfilt_all",NA,NA,NA,"b009",28
"Rhodobacteraceae","Rhodobacteraceae bacterium AP-27","none","none","unfilt_all",NA,NA,NA,"b009",58
"Rhodobacteraceae","Rhodobacteraceae bacterium HJS1","none","none","unfilt_all",NA,NA,NA,"b009",19
"Rhodobacteraceae","Rhodobacteraceae bacterium K7-1","none","none","unfilt_all",NA,NA,NA,"b009",1496
"Rhodobacteraceae","Rhodobacteraceae bacterium MOLA 108","none","none","unfilt_all",NA,NA,NA,"b009",981
"Rhodobacteraceae","Rhodobacteraceae bacterium Ph113","none","none","unfilt_all",NA,NA,NA,"b009",130
"Rhodobacteraceae","Rhodobacteraceae bacterium SH22-1","none","none","unfilt_all",NA,NA,NA,"b009",38
"Rhodobacteraceae","Tritonibacter scottomollicae","none","none","unfilt_all",NA,NA,NA,"b009",22
"Roseobacteraceae","Donghicola sp. KYW 437","none","none","unfilt_all",NA,NA,NA,"b009",38
"Roseobacteraceae","Jannaschia sp. 4RATIMAR09","none","none","unfilt_all",NA,NA,NA,"b009",57
"Roseobacteraceae","Loktanella sp. RCC2403","none","none","unfilt_all",NA,NA,NA,"b009",664
"Roseobacteraceae","Phaeobacter inhibens","none","none","unfilt_all",NA,NA,NA,"b009",115
"Roseobacteraceae","Phaeobacter sp. A36a-5a","none","none","unfilt_all",NA,NA,NA,"b009",143
"Roseobacteraceae","Roseobacter denitrificans","none","none","unfilt_all",NA,NA,NA,"b009",132
"Roseobacteraceae","Roseobacter sp. JL-126","none","none","unfilt_all",NA,NA,NA,"b009",636
"Roseobacteraceae","Roseobacter sp. OC-C4-20","none","none","unfilt_all",NA,NA,NA,"b009",15
"Roseobacteraceae","Roseobacter sp. PRLIST06","none","none","unfilt_all",NA,NA,NA,"b009",18
"Roseobacteraceae","Roseobacter sp. TB44","none","none","unfilt_all",NA,NA,NA,"b009",563
"Roseobacteraceae","Roseovarius sp. B705","none","none","unfilt_all",NA,NA,NA,"b009",81
"Roseobacteraceae","Ruegeria sp. BUS 07-6","none","none","unfilt_all",NA,NA,NA,"b009",15
"Roseobacteraceae","Ruegeria sp. EDA3","none","none","unfilt_all",NA,NA,NA,"b009",144
"Roseobacteraceae","Sagittula sp. F1","none","none","unfilt_all",NA,NA,NA,"b009",3800
"Roseobacteraceae","Sulfitobacter sp. MBEF09","none","none","unfilt_all",NA,NA,NA,"b009",43
"Roseobacteraceae","Sulfitobacter sp. MH-2007/3","none","none","unfilt_all",NA,NA,NA,"b009",16
"Roseobacteraceae","Sulfitobacter sp. RCC2401","none","none","unfilt_all",NA,NA,NA,"b009",93
"Roseobacteraceae","Sulfitobacter sp. SAM2","none","none","unfilt_all",NA,NA,NA,"b009",49
"Azospirillaceae","Azospirillum sp. enrichment culture clone yan50","none","none","unfilt_all",NA,NA,NA,"b009",88
"Rhodospirillaceae","Haematospirillum jordaniae","none","none","unfilt_all",NA,NA,NA,"b009",30
"Stellaceae","Stella humosa","none","none","unfilt_all",NA,NA,NA,"b009",18
"Thalassobaculaceae","Thalassobaculum litoreum","none","none","unfilt_all",NA,NA,NA,"b009",153
"Thalassospiraceae","Magnetospira sp. QH-2","none","none","unfilt_all",NA,NA,NA,"b009",34
"Anaplasmataceae","Anaplasma ovis","none","none","unfilt_all",NA,NA,NA,"b009",57
"Candidatus Midichloriaceae","Candidatus Lariskella arthropodarum","none","none","unfilt_all",NA,NA,NA,"b009",39
"none","Sinorickettsia chlamys","none","none","unfilt_all",NA,NA,NA,"b009",173
"Rickettsiaceae","Haplosporidium sp. endosymbiont AbFoot","none","none","unfilt_all",NA,NA,NA,"b009",21
"Erythrobacteraceae","Altererythrobacter sp. CNU422","none","none","unfilt_all",NA,NA,NA,"b009",204
"Erythrobacteraceae","Altererythrobacter sp. KYW2","none","none","unfilt_all",NA,NA,NA,"b009",89
"Erythrobacteraceae","Erythrobacter sp.","none","none","unfilt_all",NA,NA,NA,"b009",314
"Erythrobacteraceae","Erythrobacter sp. 11(2010)","none","none","unfilt_all",NA,NA,NA,"b009",35
"Erythrobacteraceae","Erythrobacter sp. 2216.25.25","none","none","unfilt_all",NA,NA,NA,"b009",505
"Erythrobacteraceae","Erythrobacter sp. AP23","none","none","unfilt_all",NA,NA,NA,"b009",15
"Erythrobacteraceae","Erythrobacter sp. DG1531","none","none","unfilt_all",NA,NA,NA,"b009",328
"Erythrobacteraceae","Erythrobacter sp. JL-378","none","none","unfilt_all",NA,NA,NA,"b009",16
"Erythrobacteraceae","Erythrobacter sp. JZHS33","none","none","unfilt_all",NA,NA,NA,"b009",100
"Erythrobacteraceae","Erythrobacter sp. SG-18g","none","none","unfilt_all",NA,NA,NA,"b009",176
"Erythrobacteraceae","Erythrobacter sp. U1370-101126-SW175","none","none","unfilt_all",NA,NA,NA,"b009",32
"Erythrobacteraceae","Erythrobacter sp. YCSA33-1","none","none","unfilt_all",NA,NA,NA,"b009",35
"Erythrobacteraceae","Pontixanthobacter gangjinensis","none","none","unfilt_all",NA,NA,NA,"b009",25
"Erythrobacteraceae","Qipengyuania aquimaris","none","none","unfilt_all",NA,NA,NA,"b009",191
"Erythrobacteraceae","Qipengyuania flava","none","none","unfilt_all",NA,NA,NA,"b009",96
"Erythrobacteraceae","Qipengyuania nanhaisediminis","none","none","unfilt_all",NA,NA,NA,"b009",387
"Sphingomonadaceae","Citromicrobium sp. S75-3","none","none","unfilt_all",NA,NA,NA,"b009",389
"Sphingomonadaceae","Lutibacterium anuloederans","none","none","unfilt_all",NA,NA,NA,"b009",18
"Sphingomonadaceae","Novosphingobium fluoreni","none","none","unfilt_all",NA,NA,NA,"b009",26
"Sphingomonadaceae","Novosphingobium marinum","none","none","unfilt_all",NA,NA,NA,"b009",189
"Sphingomonadaceae","Parasphingopyxis algicola","none","none","unfilt_all",NA,NA,NA,"b009",100
"Sphingomonadaceae","Parasphingorhabdus pacifica","none","none","unfilt_all",NA,NA,NA,"b009",21
"Sphingomonadaceae","Sphingobium sp. 2F5-2","none","none","unfilt_all",NA,NA,NA,"b009",81
"Sphingomonadaceae","Sphingobium sp. PHE1","none","none","unfilt_all",NA,NA,NA,"b009",417
"Sphingomonadaceae","Sphingobium xenophagum","none","none","unfilt_all",NA,NA,NA,"b009",55
"Sphingomonadaceae","Sphingomonas aerolata","none","none","unfilt_all",NA,NA,NA,"b009",16
"Sphingomonadaceae","Sphingomonas ginsenosidivorax","none","none","unfilt_all",NA,NA,NA,"b009",13
"Sphingomonadaceae","Sphingomonas sp.","none","none","unfilt_all",NA,NA,NA,"b009",44
"Sphingomonadaceae","Sphingomonas sp. AG6","none","none","unfilt_all",NA,NA,NA,"b009",37
"Sphingomonadaceae","Sphingomonas sp. Bz10","none","none","unfilt_all",NA,NA,NA,"b009",17
"Sphingomonadaceae","Sphingomonas sp. C0503","none","none","unfilt_all",NA,NA,NA,"b009",218
"Sphingomonadaceae","Sphingomonas sp. F1-1","none","none","unfilt_all",NA,NA,NA,"b009",499
"Sphingomonadaceae","Sphingomonas sp. GGC-P2A","none","none","unfilt_all",NA,NA,NA,"b009",17
"Sphingomonadaceae","Sphingomonas sp. GICR3","none","none","unfilt_all",NA,NA,NA,"b009",497
"Sphingomonadaceae","Sphingomonas sp. KIN182","none","none","unfilt_all",NA,NA,NA,"b009",90
"Sphingomonadaceae","Sphingomonas sp. MJ446","none","none","unfilt_all",NA,NA,NA,"b009",13
"Sphingomonadaceae","Sphingomonas sp. TFD44","none","none","unfilt_all",NA,NA,NA,"b009",30001
"Sphingomonadaceae","Sphingomonas sp. TSBY-64","none","none","unfilt_all",NA,NA,NA,"b009",58
"Sphingomonadaceae","Sphingomonas sp. XT-11","none","none","unfilt_all",NA,NA,NA,"b009",114
"Sphingomonadaceae","Sphingopyxis sp. P27(2012)","none","none","unfilt_all",NA,NA,NA,"b009",32
"Gomphonemataceae","Didymosphenia geminata","none","none","unfilt_all",NA,NA,NA,"b009",285
"none","Endosymbiont of Kryptoperidinium foliaceum","none","none","unfilt_all",NA,NA,NA,"b009",38
"Bacillaceae","Bacillus aerius","none","none","unfilt_all",NA,NA,NA,"b009",19
"Bacillaceae","Bacillus cereus","none","none","unfilt_all",NA,NA,NA,"b009",25
"Bacillaceae","Sinibacillus soli","none","none","unfilt_all",NA,NA,NA,"b009",44
"Staphylococcaceae","Staphylococcus aureus","none","none","unfilt_all",NA,NA,NA,"b009",109
"Staphylococcaceae","Staphylococcus capitis","none","none","unfilt_all",NA,NA,NA,"b009",26
"Lactobacillaceae","Latilactobacillus sakei","none","none","unfilt_all",NA,NA,NA,"b009",47
"Lactobacillaceae","Leuconostoc citreum","none","none","unfilt_all",NA,NA,NA,"b009",13
"Lactobacillaceae","Leuconostoc mesenteroides","none","none","unfilt_all",NA,NA,NA,"b009",38
"Streptococcaceae","Streptococcus anginosus","none","none","unfilt_all",NA,NA,NA,"b009",16
"Streptococcaceae","Streptococcus oralis","none","none","unfilt_all",NA,NA,NA,"b009",14
"Porphyromonadaceae","Porphyromonas sp. oral clone EP003","none","none","unfilt_all",NA,NA,NA,"b009",16
"Alcaligenaceae","Achromobacter piechaudii","none","none","unfilt_all",NA,NA,NA,"b009",1305
"Alcaligenaceae","Bordetella holmesii","none","none","unfilt_all",NA,NA,NA,"b009",140
"Alcaligenaceae","Bordetella sp. AU4851","none","none","unfilt_all",NA,NA,NA,"b009",21
"Burkholderiaceae","Formosimonas limnophila","none","none","unfilt_all",NA,NA,NA,"b009",152
"Comamonadaceae","Comamonadaceae bacterium LSUCC0146","none","none","unfilt_all",NA,NA,NA,"b009",103
"Comamonadaceae","Comamonadaceae bacterium LSUCC0148","none","none","unfilt_all",NA,NA,NA,"b009",2709
"Comamonadaceae","Limnohabitans sp. 63ED37-2","none","none","unfilt_all",NA,NA,NA,"b009",268
"none","Candidatus Branchiomonas cysticola","none","none","unfilt_all",NA,NA,NA,"b009",13
"Methylophilaceae","Methylophilaceae bacterium NB0001","none","none","unfilt_all",NA,NA,NA,"b009",802
"Methylophilaceae","Methylophilaceae bacterium NB0007","none","none","unfilt_all",NA,NA,NA,"b009",170
"Methylophilaceae","Methylophilaceae bacterium NB0048_01","none","none","unfilt_all",NA,NA,NA,"b009",559
"Nitrosomonadaceae","Nitrosomonadaceae bacterium enrichment culture clone b185","none","none","unfilt_all",NA,NA,NA,"b009",116
"none","Methylophilales bacterium LSUCC0227","none","none","unfilt_all",NA,NA,NA,"b009",224
"none","beta proteobacterium BAL58","none","none","unfilt_all",NA,NA,NA,"b009",284
"none","beta proteobacterium SCGC AAA027-A20","none","none","unfilt_all",NA,NA,NA,"b009",3689
"none","beta proteobacterium SCGC AAA027-L10","none","none","unfilt_all",NA,NA,NA,"b009",69
"none","beta proteobacterium SCGC AAA206-G21","none","none","unfilt_all",NA,NA,NA,"b009",54
"none","humic substances enrichment clone E1","none","none","unfilt_all",NA,NA,NA,"b009",619
"Triparmaceae","Bolidomonas sp. RCC206","none","none","unfilt_all",NA,NA,NA,"b009",56
"Triparmaceae","Triparma pacifica","none","none","unfilt_all",NA,NA,NA,"b009",117
"none","Chlamydiales bacterium NS16","none","none","unfilt_all",NA,NA,NA,"b009",56
"Parachlamydiaceae","Candidatus Mesochlamydia elodeae","none","none","unfilt_all",NA,NA,NA,"b009",45
"Rhabdochlamydiaceae","Rhabdochlamydiaceae bacterium NS3","none","none","unfilt_all",NA,NA,NA,"b009",17
"Simkaniaceae","Simkania negevensis","none","none","unfilt_all",NA,NA,NA,"b009",362
"Carcharhinidae","Triaenodon obesus","Carcharhinidae","Prionace glauca","unfilt_all",NA,NA,NA,"b009",503
"Glaucostegidae","Glaucostegus formosensis","none","none","unfilt_all",NA,NA,NA,"b009",29
"Rhinidae","Rhina ancylostoma","none","none","unfilt_all",NA,NA,NA,"b009",53
"Rhynchobatidae","Rhynchobatus australiae","none","none","unfilt_all",NA,NA,NA,"b009",22
"Rhynchobatidae","Rhynchobatus djiddensis","none","none","unfilt_all",NA,NA,NA,"b009",81
"Thermoanaerobacteraceae","Moorella sp. enrichment culture clone B1-B-65","none","none","unfilt_all",NA,NA,NA,"b009",15
"Coscinodiscaceae","Coscinodiscus radiatus","none","none","unfilt_all",NA,NA,NA,"b009",20
"Thalassiosiraceae","Thalassiosira nordenskioeldii","none","none","unfilt_all",NA,NA,NA,"b009",133
"Thalassiosiraceae","Thalassiosira punctigera","none","none","unfilt_all",NA,NA,NA,"b009",13
"Desulfarculaceae","Desulfocarbo indianensis","none","none","unfilt_all",NA,NA,NA,"b009",17
"Desulfobacteraceae","Desulfobacteraceae bacterium enrichment culture clone MS_ANT_N10","none","none","unfilt_all",NA,NA,NA,"b009",13
"Desulfobacteraceae","Desulfobacteraceae bacterium enrichment culture clone MS_ANT_U14","none","none","unfilt_all",NA,NA,NA,"b009",18
"Desulfobacteraceae","Desulforegula conservatrix","none","none","unfilt_all",NA,NA,NA,"b009",17
"Desulfobacteraceae","Desulfosarcina sp. enrichment culture clone CIBANICRA-SRB44","none","none","unfilt_all",NA,NA,NA,"b009",18
"Desulfovibrionaceae","Desulfovibrio aerotolerans","none","none","unfilt_all",NA,NA,NA,"b009",29
"Desulfuromonadaceae","Pelobacter propionicus","none","none","unfilt_all",NA,NA,NA,"b009",13
"Desulfuromonadaceae","Pelobacter sp. A3b3","none","none","unfilt_all",NA,NA,NA,"b009",13
"Syntrophotaleaceae","Syntrophotalea carbinolica","none","none","unfilt_all",NA,NA,NA,"b009",581
"Vulgatibacteraceae","Vulgatibacter incomptus","none","none","unfilt_all",NA,NA,NA,"b009",65
"none","delta proteobacterium FM1C-A9","none","none","unfilt_all",NA,NA,NA,"b009",24
"none","delta proteobacterium RS41","none","none","unfilt_all",NA,NA,NA,"b009",17
"none","delta proteobacterium SCGC AAA166-E16","none","none","unfilt_all",NA,NA,NA,"b009",39
"none","delta proteobacterium SCGC AAA300-N02","none","none","unfilt_all",NA,NA,NA,"b009",34
"none","Deltaproteobacteria bacterium SKP-2","none","none","unfilt_all",NA,NA,NA,"b009",30
"Syntrophaceae","Desulfomonile limimaris","none","none","unfilt_all",NA,NA,NA,"b009",37
"Arcobacteraceae","Arcobacter sp. GCDN6_III","none","none","unfilt_all",NA,NA,NA,"b009",23
"Arcobacteraceae","Arcobacter sp. KT0913","none","none","unfilt_all",NA,NA,NA,"b009",16
"Monodopsidaceae","Nannochloropsis granulata","none","none","unfilt_all",NA,NA,NA,"b009",374
"Monodopsidaceae","Nannochloropsis limnetica","none","none","unfilt_all",NA,NA,NA,"b009",94
"Flavobacteriaceae","Lacinutrix venerupis","none","none","unfilt_all",NA,NA,NA,"b009",16
"none","Flavobacteriales bacterium DG1510","none","none","unfilt_all",NA,NA,NA,"b009",495
"Schleiferiaceae","Owenweeksia hongkongensis","none","none","unfilt_all",NA,NA,NA,"b009",591
"Schleiferiaceae","Phaeocystidibacter marisrubri","none","none","unfilt_all",NA,NA,NA,"b009",1766
"Aeromonadaceae","Aeromonas jandaei","none","none","unfilt_all",NA,NA,NA,"b009",36
"Aeromonadaceae","Aeromonas rivuli","none","none","unfilt_all",NA,NA,NA,"b009",79
"Aeromonadaceae","Aeromonas sp. PE3","none","none","unfilt_all",NA,NA,NA,"b009",110
"Aeromonadaceae","Aeromonas sp. PT195","none","none","unfilt_all",NA,NA,NA,"b009",1204
"Alteromonadaceae","Alteromonadaceae bacterium DG1575","none","none","unfilt_all",NA,NA,NA,"b009",27
"Alteromonadaceae","Bowmanella sp. Cs_157","none","none","unfilt_all",NA,NA,NA,"b009",14
"Colwelliaceae","Colwellia sp. STAB604","none","none","unfilt_all",NA,NA,NA,"b009",18
"none","Motilimonas eburnea","none","none","unfilt_all",NA,NA,NA,"b009",135
"Cellvibrionaceae","Pseudoteredinibacter isoporae","none","none","unfilt_all",NA,NA,NA,"b009",97
"Cellvibrionaceae","Teredinibacter waterburyi","none","none","unfilt_all",NA,NA,NA,"b009",15
"Halieaceae","Haliea sp. ETY-M","none","none","unfilt_all",NA,NA,NA,"b009",1714
"Halieaceae","marine gamma proteobacterium HTCC2080","none","none","unfilt_all",NA,NA,NA,"b009",845
"Halieaceae","marine gamma proteobacterium HTCC2149","none","none","unfilt_all",NA,NA,NA,"b009",93
"Porticoccaceae","marine gamma proteobacterium HTCC2290","none","none","unfilt_all",NA,NA,NA,"b009",233
"Spongiibacteraceae","Sinobacterium norvegicum","none","none","unfilt_all",NA,NA,NA,"b009",413
"Spongiibacteraceae","Spongiibacter taiwanensis","none","none","unfilt_all",NA,NA,NA,"b009",16
"Chromatiaceae","Marichromatium sp. S2.2","none","none","unfilt_all",NA,NA,NA,"b009",17
"Chromatiaceae","Rheinheimera hassiensis","none","none","unfilt_all",NA,NA,NA,"b009",32
"Chromatiaceae","Rheinheimera sp. SW2.1","none","none","unfilt_all",NA,NA,NA,"b009",23
"Ectothiorhodospiraceae","Thiogranum longum","none","none","unfilt_all",NA,NA,NA,"b009",41
"Granulosicoccaceae","Granulosicoccus sp. SS10.26","none","none","unfilt_all",NA,NA,NA,"b009",58
"Granulosicoccaceae","Granulosicoccus undariae","none","none","unfilt_all",NA,NA,NA,"b009",24
"Wenzhouxiangellaceae","Wenzhouxiangella marina","none","none","unfilt_all",NA,NA,NA,"b009",18
"Woeseiaceae","Woeseia oceani","none","none","unfilt_all",NA,NA,NA,"b009",29
"Enterobacteriaceae","Enterobacter cloacae complex sp. ECNIH7","none","none","unfilt_all",NA,NA,NA,"b009",920
"Enterobacteriaceae","Enterobacter endosymbiont of Ommatissus lybicus","none","none","unfilt_all",NA,NA,NA,"b009",35
"Enterobacteriaceae","Enterobacter hormaechei","none","none","unfilt_all",NA,NA,NA,"b009",42
