"blast_unfilt_fam","blast_unfilt_genus_species","blast_filt_fam","blast_filt_genus_species","source","note","Oceanic_region","commentary","ngs_metabarcode_libr_nm","seq.rd.cnt"
"Lethrinidae","Lethrinus atkinsoni","Cyclopteridae","Cyclopterus lumpus","unfilt_all",NA,NA,NA,"b011",47
"Lethrinidae","Lethrinus nebulosus","Cyclopteridae","Cyclopterus lumpus","unfilt_all",NA,NA,NA,"b011",81
"Caulobacteraceae","uncultured Brevundimonas sp.","none","none","unfilt_all",NA,NA,NA,"b011",19
"Emcibacteraceae","Emcibacter sp.","none","none","unfilt_all",NA,NA,NA,"b011",23
"Holosporaceae","Candidatus Gortzia infectiva","none","none","unfilt_all",NA,NA,NA,"b011",90
"Holosporaceae","Candidatus Gortzia shahrazadis","none","none","unfilt_all",NA,NA,NA,"b011",333
"Holosporaceae","Holospora obtusa","none","none","unfilt_all",NA,NA,NA,"b011",39
"Aurantimonadaceae","Aurantimonas coralicida","none","none","unfilt_all",NA,NA,NA,"b011",12
"Hyphomicrobiaceae","Rhodomicrobium vannielii","none","none","unfilt_all",NA,NA,NA,"b011",18
"Rhizobiaceae","Elbe River snow isolate Iso39","none","none","unfilt_all",NA,NA,NA,"b011",29
"Rhizobiaceae","Rhizobium sp. B3115","none","none","unfilt_all",NA,NA,NA,"b011",42
"Rhizobiaceae","Rhizobium sp. NET30","none","none","unfilt_all",NA,NA,NA,"b011",13
"Hyphomonadaceae","Henriciella sp.","none","none","unfilt_all",NA,NA,NA,"b011",19
"Hyphomonadaceae","Hyphomonas beringensis","none","none","unfilt_all",NA,NA,NA,"b011",18
"Maricaulaceae","Glycocaulis albus","none","none","unfilt_all",NA,NA,NA,"b011",17
"Robiginitomaculaceae","Hellea balneolensis","none","none","unfilt_all",NA,NA,NA,"b011",76
"none","alpha proteobacterium AP-25","none","none","unfilt_all",NA,NA,NA,"b011",17
"none","alpha proteobacterium enrichment culture DGGE gel band PCA17","none","none","unfilt_all",NA,NA,NA,"b011",29
"none","alpha proteobacterium SCGC AAA076-E09","none","none","unfilt_all",NA,NA,NA,"b011",69
"none","alpha proteobacterium SCGC AAA076-I20","none","none","unfilt_all",NA,NA,NA,"b011",94
"none","alpha proteobacterium SCGC AAA158-B04","none","none","unfilt_all",NA,NA,NA,"b011",38
"none","alpha proteobacterium SCGC AAA160-B02","none","none","unfilt_all",NA,NA,NA,"b011",58
"none","alpha proteobacterium SCGC AAA160-M08","none","none","unfilt_all",NA,NA,NA,"b011",16
"none","alpha proteobacterium SCGC AAA166-J08","none","none","unfilt_all",NA,NA,NA,"b011",54
"none","alpha proteobacterium UT-4","none","none","unfilt_all",NA,NA,NA,"b011",52
"none","alpha proteobacterium Z2","none","none","unfilt_all",NA,NA,NA,"b011",14
"none","bacterium episymbiont of Kiwa sp.","none","none","unfilt_all",NA,NA,NA,"b011",27
"none","endosymbiont of Chlamys farreri","none","none","unfilt_all",NA,NA,NA,"b011",15
"none","marine alpha proteobacterium RS.Sph.017","none","none","unfilt_all",NA,NA,NA,"b011",50
"none","Ophiactis balli symbiont","none","none","unfilt_all",NA,NA,NA,"b011",21
"none","uncultured Alphaproteobacteria bacterium","none","none","unfilt_all",NA,NA,NA,"b011",91
"none","Pelagibacterales bacterium LSUCC0245","none","none","unfilt_all",NA,NA,NA,"b011",848
"Rhodobacteraceae","Boseongicola sp.","none","none","unfilt_all",NA,NA,NA,"b011",13
"Rhodobacteraceae","Jhaorihella thermophila","none","none","unfilt_all",NA,NA,NA,"b011",13
"Rhodobacteraceae","Paracoccus contaminans","none","none","unfilt_all",NA,NA,NA,"b011",26
"Rhodobacteraceae","Paracoccus sp. TR13T1","none","none","unfilt_all",NA,NA,NA,"b011",57
"Rhodobacteraceae","Rhodobacteraceae bacterium D7018","none","none","unfilt_all",NA,NA,NA,"b011",130
"Rhodobacteraceae","Rhodobacteraceae bacterium Hel1_33_108","none","none","unfilt_all",NA,NA,NA,"b011",484
"Rhodobacteraceae","Rhodobacteraceae bacterium Ph113","none","none","unfilt_all",NA,NA,NA,"b011",18
"Rhodobacteraceae","Rhodovulum adriaticum","none","none","unfilt_all",NA,NA,NA,"b011",16
"Roseobacteraceae","Litoreibacter albidus","none","none","unfilt_all",NA,NA,NA,"b011",561
"Roseobacteraceae","Loktanella sp. RCC2403","none","none","unfilt_all",NA,NA,NA,"b011",43
"Roseobacteraceae","Marinovum algicola","none","none","unfilt_all",NA,NA,NA,"b011",96
"Roseobacteraceae","Pelagicola sp.","none","none","unfilt_all",NA,NA,NA,"b011",89
"Roseobacteraceae","Roseobacter sp. WM2","none","none","unfilt_all",NA,NA,NA,"b011",691
"Roseobacteraceae","Sulfitobacter dubius","none","none","unfilt_all",NA,NA,NA,"b011",30
"none","Sinorickettsia chlamys","none","none","unfilt_all",NA,NA,NA,"b011",53
"Rickettsiaceae","Haplosporidium sp. endosymbiont AbFoot","none","none","unfilt_all",NA,NA,NA,"b011",19
"Erythrobacteraceae","Altererythrobacter sp. KYW736","none","none","unfilt_all",NA,NA,NA,"b011",56
"Erythrobacteraceae","Erythrobacter sp.","none","none","unfilt_all",NA,NA,NA,"b011",102
"Erythrobacteraceae","Erythrobacter sp. SG-18g","none","none","unfilt_all",NA,NA,NA,"b011",17
"Erythrobacteraceae","Qipengyuania aquimaris","none","none","unfilt_all",NA,NA,NA,"b011",32
"Sphingomonadaceae","Novosphingopyxis baekryungensis","none","none","unfilt_all",NA,NA,NA,"b011",18
"Sphingomonadaceae","Sphingomicrobium marinum","none","none","unfilt_all",NA,NA,NA,"b011",14
"Sphingomonadaceae","Sphingomonas sp. C0503","none","none","unfilt_all",NA,NA,NA,"b011",62
"Bacillariaceae","Cylindrotheca sp. RCC2608","none","none","unfilt_all",NA,NA,NA,"b011",58
"Bacillariaceae","Pseudo-nitzschia multiseries","none","none","unfilt_all",NA,NA,NA,"b011",14
"Gomphonemataceae","Didymosphenia geminata","none","none","unfilt_all",NA,NA,NA,"b011",49
"Phaeodactylaceae","Phaeodactylum tricornutum","none","none","unfilt_all",NA,NA,NA,"b011",44
"Bacillaceae","Sinibacillus soli","none","none","unfilt_all",NA,NA,NA,"b011",17
"Bacteroidaceae","Bacteroides ihuae","none","none","unfilt_all",NA,NA,NA,"b011",16
"Prolixibacteraceae","Prolixibacter bellariivorans","none","none","unfilt_all",NA,NA,NA,"b011",27
"Porphyridiaceae","Flintiella sanguinaria","none","none","unfilt_all",NA,NA,NA,"b011",15
"Alcaligenaceae","Bordetella bronchiseptica","none","none","unfilt_all",NA,NA,NA,"b011",75
"Alcaligenaceae","Bordetella sp. MOLA 453","none","none","unfilt_all",NA,NA,NA,"b011",217
"Burkholderiaceae","Ralstonia solanacearum","none","none","unfilt_all",NA,NA,NA,"b011",84
"Comamonadaceae","Limnohabitans sp.","none","none","unfilt_all",NA,NA,NA,"b011",19
"none","Burkholderiales bacterium LSUCC0118","none","none","unfilt_all",NA,NA,NA,"b011",18
"Methylophilaceae","Methylophilaceae bacterium NB0001","none","none","unfilt_all",NA,NA,NA,"b011",66
"Methylophilaceae","Methylophilaceae bacterium NB0007","none","none","unfilt_all",NA,NA,NA,"b011",19
"Methylophilaceae","Methylophilaceae bacterium NB0048_01","none","none","unfilt_all",NA,NA,NA,"b011",119
"none","beta proteobacterium BAL58","none","none","unfilt_all",NA,NA,NA,"b011",195
"none","humic substances enrichment clone E1","none","none","unfilt_all",NA,NA,NA,"b011",161
"none","uncultured beta proteobacterium","none","none","unfilt_all",NA,NA,NA,"b011",106
"none","uncultured Rhodocyclales bacterium","none","none","unfilt_all",NA,NA,NA,"b011",66
"Caldilineaceae","Caldilinea aerophila","none","none","unfilt_all",NA,NA,NA,"b011",118
"Candidatus Babeliaceae","Candidatus Babela massiliensis","none","none","unfilt_all",NA,NA,NA,"b011",285
"none","Chlamydiales bacterium NS16","none","none","unfilt_all",NA,NA,NA,"b011",12
"Parachlamydiaceae","Parachlamydia acanthamoebae","none","none","unfilt_all",NA,NA,NA,"b011",45
"Roseiflexaceae","Kouleothrix aurantiaca","none","none","unfilt_all",NA,NA,NA,"b011",479
"Carcharhinidae","Carcharhinus albimarginatus","Carcharhinidae","Prionace glauca","unfilt_all",NA,NA,NA,"b011",238
"Carcharhinidae","Carcharhinus melanopterus","none","none","unfilt_all",NA,NA,NA,"b011",22
"Carcharhinidae","Triaenodon obesus","Carcharhinidae","Prionace glauca","unfilt_all",NA,NA,NA,"b011",26
"Rhincodontidae","Rhincodon typus","none","none","unfilt_all",NA,NA,NA,"b011",231
"Rhinobatidae","Rhinobatos schlegelii","none","none","unfilt_all",NA,NA,NA,"b011",33
"Rhizosoleniaceae","Rhizosolenia setigera","none","none","unfilt_all",NA,NA,NA,"b011",16
"Thalassiosiraceae","Thalassiosira pseudonana","none","none","unfilt_all",NA,NA,NA,"b011",21
"none","unidentified cryptomonad","none","none","unfilt_all",NA,NA,NA,"b011",20
"Desulfobulbaceae","Desulfobulbaceae bacterium enrichment culture clone MS_ACE_N4","none","none","unfilt_all",NA,NA,NA,"b011",15
"none","myxobacterium SIBN-17","none","none","unfilt_all",NA,NA,NA,"b011",15
"none","delta proteobacterium FM1C-A9","none","none","unfilt_all",NA,NA,NA,"b011",22
"none","delta proteobacterium SCGC AAA166-C09","none","none","unfilt_all",NA,NA,NA,"b011",16
"none","delta proteobacterium SCGC AAA300-D09","none","none","unfilt_all",NA,NA,NA,"b011",14
"none","Deltaproteobacteria bacterium SKP-2","none","none","unfilt_all",NA,NA,NA,"b011",21
"none","Olavius crassitunicatus delta-proteobacterial endosymbiont","none","none","unfilt_all",NA,NA,NA,"b011",16
"none","Olavius ilvae associated proteobacterium Delta 8","none","none","unfilt_all",NA,NA,NA,"b011",17
"Callyspongiidae","Callyspongia plicifera","none","none","unfilt_all",NA,NA,NA,"b011",239
"Arcobacteraceae","Arcobacter sp. GCDN6_III","none","none","unfilt_all",NA,NA,NA,"b011",16
"Arcobacteraceae","Arcobacter sp. KT0913","none","none","unfilt_all",NA,NA,NA,"b011",15
"Phacaceae","Phacus warszewiczii","none","none","unfilt_all",NA,NA,NA,"b011",13
"Monodopsidaceae","Nannochloropsis gaditana","none","none","unfilt_all",NA,NA,NA,"b011",259
"Monodopsidaceae","Nannochloropsis limnetica","none","none","unfilt_all",NA,NA,NA,"b011",15
"Monodopsidaceae","Nannochloropsis oculata","none","none","unfilt_all",NA,NA,NA,"b011",36
"Crocinitomicaceae","Fluviicola sp. THG-D9","none","none","unfilt_all",NA,NA,NA,"b011",19
"Cryomorphaceae","Cryomorphaceae bacterium IMCC11233","none","none","unfilt_all",NA,NA,NA,"b011",18
"Flavobacteriaceae","Robiginitalea myxolifaciens","none","none","unfilt_all",NA,NA,NA,"b011",240
"none","Flavobacteriales bacterium DG1510","none","none","unfilt_all",NA,NA,NA,"b011",83
"Schleiferiaceae","Owenweeksia hongkongensis","none","none","unfilt_all",NA,NA,NA,"b011",115
"Schleiferiaceae","Phaeocystidibacter marisrubri","none","none","unfilt_all",NA,NA,NA,"b011",368
"Vicingaceae","Vicingus serpentipes","none","none","unfilt_all",NA,NA,NA,"b011",14
"Aeromonadaceae","Aeromonas hydrophila","none","none","unfilt_all",NA,NA,NA,"b011",38
"Alteromonadaceae","Agarivorans albus","none","none","unfilt_all",NA,NA,NA,"b011",39
"Idiomarinaceae","Idiomarina sp.","none","none","unfilt_all",NA,NA,NA,"b011",32
"none","Motilimonas eburnea","none","none","unfilt_all",NA,NA,NA,"b011",55
"Pseudoalteromonadaceae","Pseudoalteromonas sp.","none","none","unfilt_all",NA,NA,NA,"b011",13
"Arenicellaceae","Perspicuibacter marinus","none","none","unfilt_all",NA,NA,NA,"b011",12
"Cellvibrionaceae","Marinibactrum halimedae","none","none","unfilt_all",NA,NA,NA,"b011",12
"Halieaceae","Haliea sp. ETY-M","none","none","unfilt_all",NA,NA,NA,"b011",387
"Halieaceae","Haliea sp. ETY-NAG","none","none","unfilt_all",NA,NA,NA,"b011",15
"Halieaceae","Halieaceae bacterium LSUCC0247","none","none","unfilt_all",NA,NA,NA,"b011",22
"Halieaceae","marine gamma proteobacterium HTCC2223","none","none","unfilt_all",NA,NA,NA,"b011",131
"Halieaceae","Parahaliea aestuarii","none","none","unfilt_all",NA,NA,NA,"b011",26
"Porticoccaceae","marine gamma proteobacterium HTCC2290","none","none","unfilt_all",NA,NA,NA,"b011",186
"Spongiibacteraceae","Sinobacterium norvegicum","none","none","unfilt_all",NA,NA,NA,"b011",37
"Thioprofundaceae","Thioprofundum hispidum","none","none","unfilt_all",NA,NA,NA,"b011",16
"Wenzhouxiangellaceae","Wenzhouxiangella marina","none","none","unfilt_all",NA,NA,NA,"b011",14
"Woeseiaceae","Woeseia oceani","none","none","unfilt_all",NA,NA,NA,"b011",38
"Enterobacteriaceae","Escherichia coli","none","none","unfilt_all",NA,NA,NA,"b011",72
"Legionellaceae","Legionella beliardensis","none","none","unfilt_all",NA,NA,NA,"b011",47
"Legionellaceae","Legionella fallonii","none","none","unfilt_all",NA,NA,NA,"b011",16
"Legionellaceae","Legionella israelensis","none","none","unfilt_all",NA,NA,NA,"b011",13
"Moraxellaceae","Acinetobacter johnsonii","none","none","unfilt_all",NA,NA,NA,"b011",17
"Moraxellaceae","Psychrobacter celer","none","none","unfilt_all",NA,NA,NA,"b011",169
"Moraxellaceae","Psychrobacter marincola","none","none","unfilt_all",NA,NA,NA,"b011",16
"Moraxellaceae","Psychrobacter maritimus","none","none","unfilt_all",NA,NA,NA,"b011",18
"Moraxellaceae","Psychrobacter nivimaris","none","none","unfilt_all",NA,NA,NA,"b011",135
"none","Bathymodiolus marisindicus thioautotrophic gill symbiont","none","none","unfilt_all",NA,NA,NA,"b011",14
"none","Codakia orbicularis gill symbiont","none","none","unfilt_all",NA,NA,NA,"b011",27
"none","endosymbiont of Ridgeia piscesae","none","none","unfilt_all",NA,NA,NA,"b011",29
"none","gamma proteobacterium 126","none","none","unfilt_all",NA,NA,NA,"b011",16
"none","gamma proteobacterium alk8","none","none","unfilt_all",NA,NA,NA,"b011",16
"none","gamma proteobacterium SCGC AAA076-F07","none","none","unfilt_all",NA,NA,NA,"b011",47
"none","gamma proteobacterium SCGC AAA076-G04","none","none","unfilt_all",NA,NA,NA,"b011",109
"none","gamma proteobacterium SCGC AAA158-B14","none","none","unfilt_all",NA,NA,NA,"b011",251
"none","gamma proteobacterium SCGC AAA158-J08","none","none","unfilt_all",NA,NA,NA,"b011",782
"none","gamma proteobacterium SCGC AAA160-E15","none","none","unfilt_all",NA,NA,NA,"b011",13
"none","gamma proteobacterium SCGC AAA160-L02","none","none","unfilt_all",NA,NA,NA,"b011",32
"none","gamma proteobacterium SCGC AAA160-O03","none","none","unfilt_all",NA,NA,NA,"b011",13
"none","gamma proteobacterium SCGC AAA166-J03","none","none","unfilt_all",NA,NA,NA,"b011",26
"none","gamma proteobacterium SCGC AAA300-F15","none","none","unfilt_all",NA,NA,NA,"b011",18
"none","gamma proteobacterium SF293","none","none","unfilt_all",NA,NA,NA,"b011",46
"none","gamma proteobacterium SUWAF013","none","none","unfilt_all",NA,NA,NA,"b011",30
"none","Gammaproteobacteria bacterium LSUCC0110","none","none","unfilt_all",NA,NA,NA,"b011",35
"none","Pseudohongiella acticola","none","none","unfilt_all",NA,NA,NA,"b011",14
"none","sulfur-oxidizing bacterium NDII1.1","none","none","unfilt_all",NA,NA,NA,"b011",28
"Hahellaceae","Hahella chejuensis","none","none","unfilt_all",NA,NA,NA,"b011",19
"Pseudomonadaceae","Pseudomonas argentinensis","none","none","unfilt_all",NA,NA,NA,"b011",20
"Pseudomonadaceae","Pseudomonas stutzeri","none","none","unfilt_all",NA,NA,NA,"b011",255
"Rhodanobacteraceae","Aquimonas sp. BN","none","none","unfilt_all",NA,NA,NA,"b011",20
"Klebsormidiaceae","Interfilum terricola","none","none","unfilt_all",NA,NA,NA,"b011",62
"Orchidaceae","Erycina pusilla","none","none","unfilt_all",NA,NA,NA,"b011",72
"Bathycoccaceae","Ostreococcus tauri","none","none","unfilt_all",NA,NA,NA,"b011",43
"Hominidae","Homo sapiens","none","none","unfilt_all",NA,NA,NA,"b011",538
"Rhodothermaceae","Rhodothermus marinus","none","none","unfilt_all",NA,NA,NA,"b011",90
"Aphanothecaceae","Candidatus Atelocyanobacterium thalassa","none","none","unfilt_all",NA,NA,NA,"b011",13
"none","Acidobacteria bacterium enrichment culture clone Ac-F6","none","none","unfilt_all",NA,NA,NA,"b011",14
"none","bacterium","none","none","unfilt_all",NA,NA,NA,"b011",535
"none","bacterium DG949","none","none","unfilt_all",NA,NA,NA,"b011",48
"none","bacterium EJ10-B11-11","none","none","unfilt_all",NA,NA,NA,"b011",32
"none","bacterium enrichment culture","none","none","unfilt_all",NA,NA,NA,"b011",27
"none","bacterium enrichment culture clone 1d01","none","none","unfilt_all",NA,NA,NA,"b011",12
"none","bacterium enrichment culture clone 51","none","none","unfilt_all",NA,NA,NA,"b011",16
"none","bacterium enrichment culture clone 67","none","none","unfilt_all",NA,NA,NA,"b011",71
"none","bacterium enrichment culture clone 7(2013)","none","none","unfilt_all",NA,NA,NA,"b011",12
"none","bacterium enrichment culture clone B18(2011)","none","none","unfilt_all",NA,NA,NA,"b011",13
"none","bacterium enrichment culture clone B213(2011)","none","none","unfilt_all",NA,NA,NA,"b011",262
"none","bacterium enrichment culture clone BSK_70","none","none","unfilt_all",NA,NA,NA,"b011",38
"none","bacterium enrichment culture clone PAH105-P10","none","none","unfilt_all",NA,NA,NA,"b011",15
"none","bacterium enrichment culture clone PAH41-P14","none","none","unfilt_all",NA,NA,NA,"b011",15
"none","bacterium enrichment culture clone SRAO_29","none","none","unfilt_all",NA,NA,NA,"b011",15
"none","bacterium HTCC4091","none","none","unfilt_all",NA,NA,NA,"b011",535
"none","bacterium HTCC4138","none","none","unfilt_all",NA,NA,NA,"b011",240
"none","bacterium OM241","none","none","unfilt_all",NA,NA,NA,"b011",80
"none","bacterium RBS3-62","none","none","unfilt_all",NA,NA,NA,"b011",46
"none","bacterium RSD-1-2","none","none","unfilt_all",NA,NA,NA,"b011",12
"none","bacterium SCGC AAA074-C03","none","none","unfilt_all",NA,NA,NA,"b011",15
"none","bacterium SCGC AAA074-J04","none","none","unfilt_all",NA,NA,NA,"b011",36
"none","bacterium SCGC AAA074-L02","none","none","unfilt_all",NA,NA,NA,"b011",71
"none","bacterium SCGC AAA074-P13","none","none","unfilt_all",NA,NA,NA,"b011",100
"none","bacterium SH1-3","none","none","unfilt_all",NA,NA,NA,"b011",17
"none","bacterium SH5-3","none","none","unfilt_all",NA,NA,NA,"b011",20
"none","bacterium TG161","none","none","unfilt_all",NA,NA,NA,"b011",14
"none","bacterium WH6-7","none","none","unfilt_all",NA,NA,NA,"b011",25
"none","bacterium YC-ZSS-LKJ160","none","none","unfilt_all",NA,NA,NA,"b011",12
"none","bacterium YC-ZSS-LKJ70","none","none","unfilt_all",NA,NA,NA,"b011",105
"none","Bacteroidetes bacterium enrichment culture clone LiUU-18-740","none","none","unfilt_all",NA,NA,NA,"b011",55
"none","Bacteroidetes bacterium S10/1","none","none","unfilt_all",NA,NA,NA,"b011",100
"none","Bacteroidetes bacterium S7","none","none","unfilt_all",NA,NA,NA,"b011",125
"none","Bacteroidetes bacterium SCGC AAA027-D14","none","none","unfilt_all",NA,NA,NA,"b011",137
"none","Bacteroidetes bacterium SCGC AAA027-K06","none","none","unfilt_all",NA,NA,NA,"b011",16
"none","Bacteroidetes bacterium SCGC AAA027-M20","none","none","unfilt_all",NA,NA,NA,"b011",13
"none","Bacteroidetes bacterium SCGC AAA041-P17","none","none","unfilt_all",NA,NA,NA,"b011",993
"none","Bacteroidetes bacterium SCGC AAA160-N18","none","none","unfilt_all",NA,NA,NA,"b011",16
"none","Bacteroidetes bacterium SCGC AAA206-C09","none","none","unfilt_all",NA,NA,NA,"b011",25
"none","Calorithrix insularis","none","none","unfilt_all",NA,NA,NA,"b011",15
"none","candidate division SR1 bacterium Aalborg_AAW-1","none","none","unfilt_all",NA,NA,NA,"b011",39
"none","candidate division TM7 bacterium enrichment culture clone B11-B-31","none","none","unfilt_all",NA,NA,NA,"b011",218
"none","Candidatus Peregrinibacteria bacterium GW2011_GWA2_33_10","none","none","unfilt_all",NA,NA,NA,"b011",14
"none","endophytic bacterium SV935","none","none","unfilt_all",NA,NA,NA,"b011",28
"none","eukaryote SCGC AAA074-F18","none","none","unfilt_all",NA,NA,NA,"b011",23
"none","Gemmatimonadetes bacterium SCGC AAA240-K19","none","none","unfilt_all",NA,NA,NA,"b011",14
"none","marine bacterium enrichment culture clone C01-B1-S5","none","none","unfilt_all",NA,NA,NA,"b011",18
"none","marine bacterium enrichment culture clone K21-F11-S5","none","none","unfilt_all",NA,NA,NA,"b011",120
"none","marine sponge bacterium FILTEROTU19","none","none","unfilt_all",NA,NA,NA,"b011",153
"none","metal-contaminated soil clone K20-03","none","none","unfilt_all",NA,NA,NA,"b011",639
"none","none","none","none","unfilt_all",NA,NA,NA,"b011",4005
"none","Planctomycetes bacterium SCGC AAA202-E02","none","none","unfilt_all",NA,NA,NA,"b011",150
"none","Planctomycetes bacterium SCGC AAA300-C03","none","none","unfilt_all",NA,NA,NA,"b011",15
"none","potato plant root bacterium RC-III-8","none","none","unfilt_all",NA,NA,NA,"b011",35
"none","SR1 bacterium canine oral taxon 369","none","none","unfilt_all",NA,NA,NA,"b011",16
"none","SR1 bacterium canine oral taxon 382","none","none","unfilt_all",NA,NA,NA,"b011",74
"none","SR1 bacterium human oral taxon HOT-345","none","none","unfilt_all",NA,NA,NA,"b011",53
"none","uncultured bacterium","none","none","unfilt_all",NA,NA,NA,"b011",7106
"none","uncultured Bacteroidetes bacterium","none","none","unfilt_all",NA,NA,NA,"b011",78
"none","uncultured candidate division SR1 bacterium","none","none","unfilt_all",NA,NA,NA,"b011",95
"none","uncultured Candidatus Saccharimonas sp.","none","none","unfilt_all",NA,NA,NA,"b011",13
"none","uncultured cyanobacterium","none","none","unfilt_all",NA,NA,NA,"b011",153
"none","uncultured marine bacterium","none","none","unfilt_all",NA,NA,NA,"b011",435
"none","uncultured marine organism","none","none","unfilt_all",NA,NA,NA,"b011",162
"none","uncultured Microgenomates group bacterium","none","none","unfilt_all",NA,NA,NA,"b011",175
"none","uncultured organism","none","none","unfilt_all",NA,NA,NA,"b011",76
"none","uncultured prokaryote","none","none","unfilt_all",NA,NA,NA,"b011",781
"none","uncultured soil bacterium","none","none","unfilt_all",NA,NA,NA,"b011",22
"none","unidentified","none","none","unfilt_all",NA,NA,NA,"b011",784
"none","unidentified marine bacterioplankton","none","none","unfilt_all",NA,NA,NA,"b011",5055
"none","unidentified rhodophyte PRD01a010B","none","none","unfilt_all",NA,NA,NA,"b011",61
"none","unidentified sulfate-reducing bacterium","none","none","unfilt_all",NA,NA,NA,"b011",108
"none","Verrucomicrobia bacterium enrichment culture clone Ac-F3","none","none","unfilt_all",NA,NA,NA,"b011",153
"none","Verrucomicrobia bacterium SCGC AAA024-F06","none","none","unfilt_all",NA,NA,NA,"b011",229
"none","Verrucomicrobia bacterium SCGC AAA164-A08","none","none","unfilt_all",NA,NA,NA,"b011",29
"Pycnococcaceae","Pycnococcus provasolii","none","none","unfilt_all",NA,NA,NA,"b011",44
"Peronosporaceae","Pseudoperonospora cubensis","none","none","unfilt_all",NA,NA,NA,"b011",14
"Bacteriovoracaceae","Bacteriovorax sp. E3B2-S","none","none","unfilt_all",NA,NA,NA,"b011",25
"Bacteriovoracaceae","Bacteriovorax sp. M3B2-F","none","none","unfilt_all",NA,NA,NA,"b011",14
"Halobacteriovoraceae","Halobacteriovorax marinus","none","none","unfilt_all",NA,NA,NA,"b011",48
"Silvanigrellaceae","Silvanigrella aquatica","none","none","unfilt_all",NA,NA,NA,"b011",353
